cppi_score_clipped,gpr_index,gpr_country_share,wave_height_m,lpi_score,lsci_score,vessel_size_teu,month_sin,month_cos,quarter,port_delay_rate_lag1m,port_delay_rate_lag3m,port_mean_delay_lag1m,port_mean_delay_lag3m,port_mean_delay_lag6m,suez_route_port,us_west_coast_port,vessel_type_bulk,vessel_type_container,vessel_type_tanker,region_americas,region_asia_pacific,region_europe,region_middle_east
0.32044855060358907,0.06402724130408698,0.001685406638758391,-0.00028732611462558855,0.002320331828633745,0.0018511379959689784,0.014898116827073718,-0.011243585752746643,-0.0031327876864138174,-0.003345997852968177,0.012937392562199551,0.000244687898253342,0.02128461390138528,0.022117289754530627,-0.00681119786689753,-0.0023468489661124404,-0.0015526042991795125,-3.850152753901128e-05,-0.0003373952095341072,-0.00012671851992089936,-0.0009720639453148304,0.003193362974214662,-0.0012107315660357702,0.0011473096116009494
0.32970370060404086,0.05820223627542981,0.0007661190019416476,0.003259207484187264,0.0022740225975134798,0.0012382139278041635,0.002445333766871224,-0.009756359281603509,-0.0033432772110567606,-0.002588016048533471,0.012798985632645591,-0.0043150024916671845,0.016123858961035152,0.020329602636388992,-0.007587588815300307,-0.0023468489661124404,-0.0015608655752835322,-3.850152753901128e-05,-0.00035103036162002267,-0.00012671851992089936,-0.0009720639453148304,0.0031848420983344923,-0.001203015768966891,0.0011473096116009494
0.32224929368305166,0.058828514065258776,0.0003823113585147752,-0.0013601201296986546,0.0022403608865701973,0.0012830683247434256,-0.00479107511057891,-0.009606561539761938,-0.003082262066475684,-0.002491079697964339,0.012794357087393998,-0.0037898309596848022,0.01799802291520171,0.022311008717545572,-0.008058139919321989,-0.0023468489661124404,-0.0015608655752835322,-3.850152753901128e-05,-0.00035103036162002267,-0.00012671851992089936,-0.0009720639453148304,0.003193362974214662,-0.001203015768966891,0.0011473096116009494
0.32970370060404086,0.05820223627542981,0.0007661190019416476,0.003259207484187264,0.0022740225975134798,0.0012382139278041635,0.002445333766871224,-0.009756359281603509,-0.0033432772110567606,-0.002588016048533471,0.012798985632645591,-0.0043150024916671845,0.016123858961035152,0.020329602636388992,-0.007587588815300307,-0.0023468489661124404,-0.0015608655752835322,-3.850152753901128e-05,-0.00035103036162002267,-0.00012671851992089936,-0.0009720639453148304,0.0031848420983344923,-0.001203015768966891,0.0011473096116009494
0.3177573204054373,0.05862188867014369,0.0010918770165627178,0.000360767384605071,0.002263593984125139,0.0014409643802757526,-0.0007721530506468415,-0.01179083553571897,-0.0031151992855053758,-0.0033259236821581843,0.013002412312428676,-0.0021296653163751173,0.01832432506380677,0.020611739880682656,-0.008726549162221955,-0.0023468489661124404,-0.0015435819413670358,-3.850152753901128e-05,-0.0003354763558896443,-0.00012671851992089936,-0.0009720639453148304,0.003193362974214662,-0.001203015768966891,0.0011473096116009494
0.32733797791961444,0.056996540843803324,0.0002902169386170364,-0.0016488964975464595,0.002324371678103802,0.0012274064100929083,-0.0037773042549248893,-0.009779376216702504,-0.0033748561874282616,-0.0024765166781294634,0.01256105613374518,-0.005042487297275227,0.015811373508127474,0.021873206437367915,-0.007414845122671615,-0.0023468489661124404,-0.0015608655752835322,-3.850152753901128e-05,-0.00035103036162002267,-0.00012671851992089936,-0.0009720639453148304,0.003193362974214662,-0.001203015768966891,0.0011473096116009494
0.31771536723923716,0.06455581605207945,0.0019085032649308095,-9.94299283296707e-05,0.00216572371743452,0.0018511379959689784,0.00863595243428688,-0.011222077294288611,-0.003139240530514007,-0.003345997852968177,0.012896902453056731,-0.0010251446078129193,0.02104084547854386,0.02125660863787567,-0.006830755258522832,-0.0023468489661124404,-0.0015526042991795125,-3.850152753901128e-05,-0.0003373952095341072,-0.00012671851992089936,-0.0009720639453148304,0.003193362974214662,-0.0012107315660357702,0.0011473096116009494
0.3312988573434543,0.05362847252083928,0.0008867981416757275,0.004085912330649373,0.0022782480458757603,0.0012981633989681417,-0.001117860997979557,-0.009646848798542175,-0.0024501619379629414,-0.002463483365346066,0.007022460141611902,-0.004762368166756745,0.016134870354816616,0.019046353858402233,-0.007355585699742363,-0.0023790562470075204,-0.0014051947175385358,-3.850152753901128e-05,0.0013237382774108956,0.0011555038839953255,-0.0009720639453148304,0.0031655989810574184,-0.001203015768966891,0.0011473096116009494
0.3173918537524876,0.058605969735856786,0.0016659287883685058,0.0003448486045695161,0.002263593984125139,0.0018511379959689784,0.0016380433711495061,-0.010828902474229457,-0.0030870907184623107,-0.0033259236821581843,0.013002238248315472,-0.0027413545477015704,0.020616509740398855,0.020574147252179223,-0.00691903287353677,-0.0023468489661124404,-0.0015435819413670358,-3.850152753901128e-05,-0.0003354763558896443,-0.00012671851992089936,-0.0009720639453148304,0.003193362974214662,-0.001203015768966891,0.0011473096116009494
0.3177493529076388,0.06458980172048111,0.0019085032649308095,-9.94299283296707e-05,0.00216572371743452,0.0018511379959689784,0.008572624322895982,-0.011222077294288611,-0.003139240530514007,-0.003345997852968177,0.012896902453056731,-0.0010251446078129193,0.02104084547854386,0.021252435329957565,-0.006831225176017127,-0.0023468489661124404,-0.0015526042991795125,-3.850152753901128e-05,-0.0003373952095341072,-0.00012671851992089936,-0.0009720639453148304,0.003193362974214662,-0.0012107315660357702,0.0011473096116009494
0.317651988072536,0.05857922055999994,0.0010918770165627178,0.0008094309262030574,0.002263593984125139,0.0014409643802757526,-0.0010728161491996633,-0.01179083553571897,-0.0031151992855053758,-0.0033259236821581843,0.013002412312428676,-0.0021296653163751173,0.01832432506380677,0.020611739880682656,-0.008726549162221955,-0.0023468489661124404,-0.0015435819413670358,-3.850152753901128e-05,-0.0003354763558896443,-0.00012671851992089936,-0.0009720639453148304,0.003193362974214662,-0.001203015768966891,0.0011473096116009494
0.32162593459508165,0.059419924224860414,0.000355953765118319,-0.0018494861601430223,0.0023059483978462025,0.0012830683247434256,-0.0024925142734661915,-0.009587940081945788,-0.003145363262206705,-0.002491079697964339,0.012822124056964758,-0.004924227819931898,0.017788307682530615,0.021666646277861298,-0.007869428414554881,-0.0023468489661124404,-0.0015608655752835322,-3.850152753901128e-05,-0.00035103036162002267,-0.00012671851992089936,-0.0009720639453148304,0.003193362974214662,-0.001203015768966891,0.0011473096116009494
